978289723750X, , , L école du style volume 1, L École du style Tome 1 Glamour projecteurs et histoires de coeur, 
978289512363X, , Des amis pour Léonie, Des amis pour Léonie, , 
978289733786X, , La théorie des géants tome 1, La théorie des géants, , 
978289615060X, Dans le quartier des agités Nº 10, Les cahiers noirs de l aliéniste, Les cahiers noirs de l aliéniste, , 
978292362106X, DONAT TOULMONDE T01 BETE, , Donat Toulmonde, , 
978289435421X, Le livre des secrets Kimo Tome 4, , Kimo le dernier shaman, , 
978289006814X, Le partage de l usure, Le partage de l usure, Le partage de l usure, , 
978289006630X, Les Oriflammes noires, Les oriflammes noires, Les oriflammes noires, , 
978289006166X, Desseins, Desseins, , , 
978289005546X, , Dobryd, Dobryd, , 
978292366229X, Le Fleuve, Le fleuve, Le fleuve, , 
978276440007X, , Amour et pince monseigneur, Amour et pince monseigneur, , 
978289502267X, , Le feu purificateur, Le feu purificateur, , 
978289261528X, , Certitudes, Certitudes, , 
978292402535X, Lance et compte Tome 4, , Avantage numérique, , 
978289021341X, , Les otages de la terreur, Les otages de la terreur, , 
978289021420X, , Elvis fait des acrobaties, Elvis fait des acrobaties, , 
978289568046X, Boucle d or avec autocollants, , Boucle d Or et les trois ours, , 
978289046576X, , Troix voix l écho, Trois voix l écho, , 
978289775031X, , , Les symboles, , Les symboles
978289261228X, , La grosse princesse, La grosse princesse, , 
978292131057X, , Les sexes ivres, Les sexes ivres, , 
978289381205X, Femme enfin, Femme enfin, , , 
978289485069X, , Le jeu des oiseaux, Le jeu des oiseaux, , 
978289615004X, La nébuleuse iNSIEME NÂ 91, , La nébuleuse iNSIEME, , 
978289579035X, FONDUE AU FROMAGE NO 01, , Mandarine et Kiwi, , 
978289579407X, TALISMAN DU MEXIQUE, , Le talisman du Mexique, , 
978289005619X, Le vent majeur, Le vent majeur, Le vent majeur, , 
978292357448X, 000 terreur au camp d hiver, , Terreur au camp d hiver, , 
978292367201X, , Ces anges de la vie, Ces anges de la vie, , 
978289431392X, Jusqu au pied de la pente, , Jusqu au pied de la pente, , 
978289651440X, SOPHIE T03, , Sophie, , 
978289381047X, Sol, Sol, , , 
978289419295X, , Buddha Airlines ou Comment je suis devenu un surhomme, Buddha Airlines ou Comment je suis devenu un surhomme, , 
978289435533X, Youbba NÂ 2 Courageux Jérémie, , Youbba, , 
978276211624X, , Les histoires étranges de la Porte Rouge, Les histoires étranges de la Porte Rouge, , 
978289751255X, La Pat Patrouille, , Pat Patrouille, , 
978289502304X, , Le cabinet de curiosités, Le cabinet de curiosités, , 
978289037793X, , Le monde merveilleux de Marigold, Le monde merveilleux de Marigold, , 
978289005846X, , Marie, La naissance d une nation, , 
978289018349X, , Inventaire, Inventaire, , 
978292214570X, La route obscure NÂ 62, , La tapisserie de Fionavar, , 
978289485135X, , Ce maudit soleil, Ce maudit soleil, , 
978276160970X, , Le dernier jour d un condamné, Le dernier jour d un condamné, , 
978289660581X, Entre deux mondes NÂ 2, , Les filles du pays imaginaire, , 
978289579304X, SUPER TOUTOU NO03 ET LES, Super Toutou et les animaux abandonnés, Super Toutou et les animaux abandonnés, , 
978289485005X, , La chanson de Roland, La chanson de Roland, , 
978292362165X, PROMISE T03 INCUBUS, , Promise v 3 Incubus, , 
978289261545X, , Mon frère Ésaü, Mon frère Ésaü, , 
978289648100X, 911, , 911, , 
978292391051X, Il faut sauver Tchétchenèse, , Il faut sauver tchétchenèse, , 
978292369805X, , La vraie face du faux côté, La vraie face du faux côté, , 
978289723747X, , , Dépourvu, Dépourvu, 
978289018670X, , Les Yeux sur moi, Les yeux sur moi, , 
978292391079X, Moi ma mère me racontait, , Moi ma mère me racontait, , 
978292362118X, ATTENTAT AU PARC NAHANNI, , Attentat au parc Nahanni, , 
978292367233X, , Le P tit Maudit, À la recherche d un père, , 
978289647857X, , , Klondike, Klondike Tome 1 La ruée vers l or, 
978289647749X, , , La malédiction, La Malédiction, 
978289051664X, , La baronne de la Longue Aiguille, La baronne de la Longue Aiguille, , 
978289649025X, Prends moi dans tes bras, Prends moi dans tes bras, , , 
978289615058X, Les Prix Arthur Ellis 2 Nº 135, , Les Prix Arthur Ellis 2, , 
978289537190X, , Mon voisin le pirate, Mon voisin le pirate, , 
978289583257X, , Contes légendes et récits d Eugène Achard, Contes légendes et récits d Eugène Achard, , 
978289406140X, , À l ombre de l Orford, À l ombre de l Orford suivi de L offrande aux vierges folles, , 
978276040073X, Rue deschambault dd0022, Rue Deschambault, , , 
978289435575X, Les chroniques d Ériande Tome 1, , Les chroniques d Ériande, , 
978289723996X, , , Klondike volume 2, Klondike Tome 2 Les promesses de l Eldorado, 
978289021921X, DUCHESSE DES BOIS FRANCS, La duchesse des Bois Francs, La duchesse des Bois Francs, , 
978289111202X, Beau role, Le Beau rôle, , , 
978276040651X, Des barbeles ds memoire 106, Des barbelés dans ma mémoire, , , 
978289540179X, , Console moi, Console moi, , 
978289723042X, , , La fiancée de la Nouvelle France, La Fiancée de la Nouvelle France, 
978289111507X, Renaitre de ses cendres le lo, Renaître de ses cendres, , , 
978289781038X, , , Une autre curieuse histoire d un chat moribond version du 2017 10 06, Une autre curieuse histoire d un chat moribond, 
978289585554X, , Madame de Lorimier un fantôme et son ombre, Madame de Lorimier, , 
978289649708X, J t aime encore, , J t aime encore, , 
978289052971X, , Le temps qui m a manqué, Le temps qui m a manqué, , 
978289726212X, Cinq femmes au fil du temps, , Cinq femmes au fil du temps, , 
978289543341X, Voici diego 11, , Voici Diego, , 
978292222502X, Octave et la dent qui fausse Nº 1, Octave et la dent qui fausse, Octave et la dent qui fausse, , 
978292334277X, Bêtes, Bêtes, Bêtes, , 
978289607152X, Nous sommes ce continent Nº 74, Nous sommes ce continent, Nous sommes ce continent, , 
978289585119X, , La noble sur l île déserte, La noble sur l île déserte, , 
978289295240X, Un amour empoulaillé, Un amour empoulaillé, Un amour empoulaillé, , 
978292222577X, J ai vendu ma sœur NÂ 42, J ai vendu ma soeur, J ai vendu ma soeur, , 
978292269142X, , L ombrelle, L ombrelle Chiec dù do diem hoa trang, , 
978289686419X, , Galette prend son bain, Plouf À l eau avec Galette, , 
978289660279X, Les bagnoles NÂ 1 Mes histoires préférées, , Les bagnoles No 1, , 
978292371529X, , Château bizarre Rien sur Mer, Château bizarre, , 
978276040582X, Pays perdu, , Pays perdu, , 
978289406167X, , Adagio, Adagio, , 
978289406313X, , La voie lactée, La voie lactée, , 
978289295073X, Présence de l absence, Présence de l absence, , , 
978289046335X, , Cette main qui enquête poésie, Cette main qui enquête, , 
978289695196X, CHANTER DANS LE NOIR, , Chanter dans le noir, , 
978289381954X, Métro boulot libido, , Métro boulot libido, , 
978289044825X, Le novice, , Le novice, , 
978289052884X, , L oeil du toucan, L oeil du toucan, , 
978289006420X, La Main cachée, La Main cachée, , , 
978289295243X, Gratien Gélinas, Gratien Gélinas, , , 
978289651306X, PSY MALGRE MOI EPISODE 2, De celle qui se faisait allègrement manipuler par son chum, Psy malgré moi, , 
978289647419X, , , Les Portes de Québec tome 2, Les Portes de Québec Tome 2 compact La Belle Époque, 
978276460209X, , Un baume pour le coeur, Un baume pour le coeur, , 
978289714125X, La gentillesse des monstres, , La gentillesse des monstres, , 
978289225525X, Le saint le surfeur et la PDG, , Le saint le surfeur et la PDG, , 
978289516038X, , La future antérieure, La future antérieure, , 
978289549037X, , Nouvelles du Boudoir T 01, Nouvelles du Boudoir, , 
978289647952X, , , Les chroniques de Chambly, Les Chroniques de Chambly Tome 2 Julie et Salaberry, 
978289512718X, , Le secret de Sylvio, Le secret de Sylvio, , 
978289431456X, La Maison aux lilas, , La maison aux lilas, , 
978289579243X, MANGE TA SOUPE MARLOU, , Mange ta soupe Marlou, , 
978276462076X, , Onze petites trahisons, Onze petites trahisons, , 
978289607138X, Contre vents et marées Nº 68, , Contre vents et marées, , 
978289021855X, C EST POUR MIEUX T AIMER, C est pour mieux t aimer mon enfant, C est pour mieux t aimer mon enfant, , C est pour mieux t aimer mon enfant
978289381255X, Les Bouquets de Noces, Les bouquets de noces, Les bouquets de noces, , 
978289543864X, Garfield NÂ 36, , Garfield, , 
978276480470X, Noblesse déchirée tome 3, , Noblesse déchirée, , 
978289579472X, BATAILLE DU DRAGON 08, , La bataille du dragon, , 
978292344778X, , Les petits souliers roses La chatte de Jeanne, Les petits souliers roses La chatte de Jeanne, , 
978289579076X, CREPES AU SIROP ERABL 2, , Les crêpes au sirop d érable, , 
978289430694X, , Le cahier rouge, Le cahier rouge, , 
978276402017X, Insatiables, , Insatiable, , 
978289051778X, , Le vol des chimères II, Le vol des chimères II, , 
978292389631X, DRAGONVILLE INTEGRALE, , Dragonville, , 
978289448659X, , La dévorante, La dévorante, , La dévorante
978289435413X, Les dragons de Komodo NÂ 42, Les dragons de Komodo, , , 
978289111900X, Fil du passe, , Le fil du passé, , 
978289430258X, , Le troisième orchestre, Le troisième orchestre, , 
978276440104X, , Saga un volcan en Islande, Saga un volcan en Islande, , 
978289762106X, Epsilon Tome 1, , Epsilon Volume 1, , 
978276213130X, , Adagio, Adagio, , 
978289018681X, , Plus haut que les flammes, Plus haut que les flammes, , 
978276212521X, , Poésies complètes 1896 1941, Poésies complètes 1896 1941, , 
978289722051X, La Vie sucrée de Juliette Gagnon tome 3, , La vie sucrée de Juliette Gagnon, , 
978289585115X, , , Chick lit, , Chick Lit tome 1 La consoeurie qui boit le champagne
978289225803X, Découvre ta jeune passion, , Découvre ta jeune passion, , 
978276460672X, , Bonheur d occasion, Bonheur d occasion, , 
978276460054X, , Julia et le voleur de nuit, Julia et le voleur de nuit, , 
978289660571X, Les contraires avec Dora, , Les contraires avec Dora, , 
978292323475X, , Mon papa ne pleure pas, Mon papa ne pleure pas, , 
978289396276X, , Fictive andalouse en ma mémoire, Fictive Andalouse en ma mémoire, , 
978289512356X, , Autour du soleil, Autour du soleil, , 
978276440434X, , Aux portes de l Orientie, Aux portes de l Orientie, , 
978289225182X, Si j avais su, Si j avais su, , , 
978289381651X, Marie Mousseau 1937 1957, , Marie Mousseau 1937 1957, , 
978289647006X, , , Loup détective, Loup détective Tome 1 Le fou du rouge, 
978276440260X, , Les jours de l éclipse, Les jours de l éclipse, , 
978289695247X, VOEUX SECRETS CHEZ MOI, , Les vœux secrets, , 
978289645147X, , Trajets passages et autres déménagements d atomes, Trajets passages et autres déménagements d atomes, , 
978289006440X, L ennemi intime, L ennemi intime les Québécois contre eux mêmes, , , 
978289005572X, Qui a peur de Loulou, , Qui a peur de Loulou, , 
978289723151X, , , Le baiser du lion, Le Baiser du lion, 
978289540423X, , Zachary et son Zloukch, Zachary et son Zloukch, , 
978289671111X, , Cancer, Cancer, , Cancer
978292389666X, HABITUDES ALIMENTAIRES DE, , Les habitudes alimentaires des mal aimés nouvelles, , 
978289615173X, Le secret du 16 V Nº 183, , Le Secret du 16 V, , 
978289723524X, , , Pirates, Pirates Tome 1 L île de la Licorne, 
978289406228X, , La femme de Loth, La femme de Loth, , 
978276400002X, Partir à l aventure loin très loin, Partir à l aventure loin très loin, Partir à l aventure loin très loin, , 
978289512042X, , Choupette et tante Loulou, Choupette et tante Loulou, , 
978289450749X, , Caillou, Potty time, , 
978289037692X, , Guillaume, Guillaume, , 
978289006303X, Temps et lieux, Temps et lieux, , , 
978276440417X, , Je suis Louna et je suis une artiste, Je suis Louna et je suis une artiste, , 
978298158142X, , Ma muse en abyme suivi de L érotisme à l orgasme traité de poésie des fluides, Ma muse en abyme suivi de L érotisme à l orgasme, , 
978276090189X, , Le Train, , , Le train
978276462256X, , Wilfrid Derome expert en homicides, Wilfrid Derome expert en homicides, , 
978289249325X, Strategie v i p la, La Stratégie V I P, , , 
978289723836X, , , Hackers volume 1, Hackers Tome 1, 
978292389635X, MANDIBULE ARGENTEE LA, , La mandibule argentée, , 
978292252830X, , Terre des pigeons, Terre des pigeons contes, , 
978289722030X, Les Filles de Caleb tome 3, , Les filles de Caleb, , 
978088776316X, , Simon in the moonlight, Simon in the moonlight, , 
978276131324X, , Géant tu ne me fais pas peur, Le club des dents perdues, , 
978289435120X, Nardeau chez Toubib Gatous Nº 4, , Nardeau chez Toubib Gatous, , 
978289645310X, , , Le grand retour, , Le grand retour
978289633156X, , L énigme de la vif argent, L énigme de la vif argent, , 
978292252869X, , Montréal démasquée, Montréal démasquée Jean Marc Massie préface de Stanley Péan ensemble multi supports, , 
978289751239X, Visite chez le vétérinaire, , Visite chez le vétérinaire, , 
978292257280X, , La France des poètes, La France des poètes, , 
978276131570X, , Les gros bisous, Les gros bisous, , 
978289647243X, , , Tom est somnambule, Les JJ s Tome 3 Tom est somnambule, 
978289419081X, , Zéro, Zéro, , 
978289052667X, , La vie provisoire, La vie provisoire, , 
978276400199X, Leons de conduite, , Leçons de conduite, , 
978276480180X, , Le cri du cerf, Le cri du cerf, , 
978289295334X, Les dames de Beauchêne, , Les dames de Beauchêne, , 
978289051907X, , Un jour merveilleux, Un jour merveilleux, , 
978289647103X, , La fille du bourreau, La fille du bourreau, La Fille du bourreau, 
978289431194X, Maria, Maria, Maria, , 
978289512695X, , Capitaine Flop Le coffre du pirate masqué 2008, Capitaine Flop le coffre du pirate masqué, , 
978289031315X, , Psyché au cinéma, Psyché au cinéma, , 
978289406190X, , La love, La love, , 
978289607401X, La poésie c est juste trop beurk Nº 148, , La poésie c est juste trop beurk, , 
978289261110X, , Marc Aurèle Fortin à l ombre des grands ormes, , , Marc Aurèle Fortin
978289607008X, L atlas détraqué Nº 15, L atlas détraqué, L atlas détraqué, , 
978289660527X, L Agent Jean Tome 4, , L agent Jean, , 
978289595167X, , Mon nom c est c est Olivier, Mon nom c est c est Olivier, , Mon nom c est c est Olivier
978289397085X, , La pinte de lait, La pinte de lait, , 
978289686004X, , Méli mélo de Binou, Méli mélo de Binou, , 
978289651207X, COUPS DE THEATRE, , Coups de théâtre, , 
978289660791X, Jamais sans Odie Nº 4, , Garfield BD thématique, , 
978289024489X, , Puis nous nous sommes perdus de vue, , , Puis nous nous sommes perdus de vue
978289225490X, Le testament du millionnaire, , Le testament du millionnaire sur l art de réussir et d être heureux, , 
978289615079X, L inaveu NÂ 146, L inaveu, L inaveu, , 
978289579540X, VIC VOTRE SECOURS NO02, , Vic votre secours, , 
978289431235X, Constance, Constance, Constance, , 
978289649084X, Lili klondike Tome 3, Lili Klondike t 3, Lili Klondike, , 
978289690387X, , 24 histoires de Noël ensemble multi supports, 24 histoires de Noël illustrations Lukaël Bélanger rédaction Annie Bacon ensemble multi supports, , 
978289615057X, Le deuxième gant Nº 8, Le deuxième gant, Le deuxième gant, , 
978276440138X, , Je ne comprends pas tout, Je ne comprends pas tout, , 
978289021513X, , Un terrible secret, Un terrible secret, , 
978276015877X, , Poètes des saisons des poètes Anthologie 1994 2001, Poètes des Saisons des poètes, , 
978289768016X, , Le château de Beauharnois, Le château de Beauharnois, , 
978298082600X, , Reste ce que l on perd, Reste ce que l on perd, , 
978292344755X, , L Irlandais, L Irlandais, , 
978292381322X, Simon la carte de mode Nº 4, , Simon la carte de mode, , 
978289111238X, Prevenir combattre vaincre la, Vaincre la déprime, , , 
978289723334X, , , Oliver et les îles vagabondes, Oliver et les îles vagabondes, 
978289450365X, Caillou Le pot, Caillou le pot, Caillou, , 
978289615080X, La course de Jane Nº 17, , La course de Jane, , 
978289607049X, Le petit écrivain Nº 71, Le petit écrivain, Le petit écrivain, , 
978289031672X, , La maudite Québécoise, La maudite Québécoise, , 
978289261394X, , Les calepins de Julien, Les calepins de Julien, , 
978276441323X, , Les 22 fins du monde, Les 22 fins du monde, , 
978298106009X, , Le journal de Mamie Vigneau, Le journal de Mamie Vigneau, , 
978276402211X, Parties de plaisir, , Parties de plaisir, , 
978292181855X, , La balançoire magique, La balançoire magique, , 
978289450704X, Caillou La sortie, , La sortie, , 
978276213129X, , À l ombre de l Orford, À l ombre de l Orford suivi de L offrande aux vierges folles, , 
978292343800X, , Mikado, Mikado, , 
978289005740X, Les femmes de bonne humeur, Les femmes de bonne humeur, Les femmes de bonne humeur, , 
978289718170X, Caillou Mon coffret de grand, , Caillou Mon coffret de grand, , 
978289051534X, , La bagarre, La bagarre, , La bagarre
978289428871X, , , Les derniers insurgés, Les derniers insurgés, 
978289005803X, Chants de l Amérique inavouable, Chants de l Amérique inavouable, , , 
978276400506X, Elle court avec les louves, , Elle court avec les louves, , 
978289599192X, , Un monstre dans ma tête, Un monstre dans ma tête, , 
978289435401X, Canot magique le kimo t1, , Kimo le dernier shaman, , 
978289723022X, , , Au bord de la rivière, Au bord de la rivière Tome 4 Constant, 
978289018518X, , Pattes d oie, Pattes d oie, , 
978289111584X, Bonjour Charles, Bonjour Charles, Bonjour Charles, , 
978292297635X, , La Guilde de Sakomar, La guilde de Sakomar, , 
978289430377X, , Et Mathilde chantait, Et Mathilde chantait, , 
978289450847X, Caillou Mon lit de grand, , Mon lit de grand, , 
978289005961X, La vie est une virgule, , La vie est une virgule, , 
978276440001X, , Le fils perdu, Le fils perdu, , 
978289731038X, , Sainte Victoire, Sainte Victoire, , 
978289723942X, , , Selfies et sushis volume 3, Selfies et sushis Tome 3 Réconciliation, 
978289435411X, Gaïg Tome 6, , Gaïg, , 
978276400172X, Dechirure, La déchirure, La déchirure, , 
978289647080X, , , Tintin et le Québec, Tintin et le Québec Hergé au coeur de la Révolution tranquille, 
978289660765X, Avengers, , Cherche et trouve Avengers, , 
978289579603X, HISTOIRES DE NOEL, , Histoires de Noël, , 
978289031516X, , L or des fous, L or des fous, , 
978289435740X, Les maîtres du Pentacle Tome 5, , Les maîtres du pentacle, , 
978292364411X, , Le mirage canadien, Le mirage canadien, , 
978289723326X, , , Les Fées du phénix volume 3, Les Fées du phénix Tome 3 Le manoir de Bellator, 
978289543505X, Amis de la princesse les, , Les amis de la princesse, , 
978289712060X, , Jacques Roche je t écris cette lettre, Jacques Roche je t écris cette lettre, , 
978289419089X, , Renier son sang, Renier son sang, , 
978289649554X, Désespérés s abstenir, , Désespérés s abstenir, , 
978292463707X, Amos Daragon Tome 1, , Amos Daragon v 1 Porteur de masques, , 
978292252807X, , La dernière tentation du lys, La dernière tentation du lys, , 
978292381307X, Opération Gadoue, , Opération Gadoue, , 
978289607399X, Perdue sans elle Nº 146, , Perdue sans elle, , 
978289607050X, Edgar la bagarre Nº 72, Edgar La Bagarre, Edgar La Bagarre, , 
978292366272X, La Maison des regrets, , La maison des regrets, , 
978289660038X, Noël à Radiator Spring, , Noël à Radiator Springs, , 
978289295067X, Nègres blancs d Amérique, Nègres blancs d Amérique, , , 
978289723477X, , , , Une Histoire du Québec Entre tradition et modernité, Une Histoire du Quebec
978289018356X, , Plus loin que les cendres, Plus loin que les cendres, , 
978289723672X, , , Madame Tout le monde t 5 Ciel d orage, Madame Tout le monde Tome 5 Ciel d orage, 
978276440609X, , On aurait dit juillet, On aurait dit juillet, , 
978289695776X, ESCOUADE FIASCO T01, , L escouade Fiasco, , 
978292376304X, , Tous les chemins mènent à l ombre, Tous les chemins mènent à l ombre, , 
978289005638X, , Le roman d Éléonore, Le roman d Éléonore, , 
978289031657X, , Le souffle du dragon, Le souffle du dragon, , 
978289435674X, Guiby NÂ 1, , Guiby, , 
978289428812X, , Guapo, Guapo, Guapo, 
978298085614X, , Il est une fois, Il est une fois, , 
978289633052X, , Lori Lune et l Ordre des Dragons, Lori Lune et l ordre des Dragons, , 
978289723133X, , , Miaou, Miaou, 
978289660604X, Coffret Princesses, , Princesse, , 
978289074935X, , Le cercle d Éloan, Le cercle d Éloan, , 
978289579707X, RACHELLE ET LA MAISON D, , Rachelle et la maison des monstres, , 
978289686135X, , Galette est triste, Galette est triste, , 
978276090356X, , Messe solennelle pour une pleine lune d été, Messe solennelle pour une pleine lune d été, , 
978276440763X, , L Inconnue, L inconnue, , 
978289431510X, Le secret d Aiglantine, , Le secret d Aiglantine, , 
978289660408X, Rebelle Un amour de mère, , Un amour de mère, , 
978092183313X, , Birds of passage, Birds of passage, , 
978289770080X, DISQUES MOUS DE MEMOIRE, , Les disques mous de la mémoire, , 
978289430408X, , Anne Stillman, Anne Stillman, , 
978289021370X, , Les mots font la grève, Les mots font la grève, , 
978289660559X, Avengers NÂ 1, , Avengers, , 
978289647283X, , , À l ombre du clocher, À l ombre du clocher Tome 4 compact Au rythme des saisons, 
978289430566X, , Les dames de Beauchêne, Les dames de Beauchêne, , 
978289512324X, , Des étoiles sur notre maison, Des étoiles sur notre maison, , 
978289649132X, Où suis je, Où suis je, , , 
978276462136X, , Qui de nous deux, Qui de nous deux, , 
978289051830X, , Les caves de Burton Hills, Les caves de Burton Hills, , 
978276090415X, , L oratorio de Noël, L oratorio de Noël, , 
978289396151X, , L âge des marées, L âge des marées, , 
978155389061X, , Where s Patchy Patch, Where s Patchy Patch, , 
978292066027X, , Miss Catastrophe, Miss Catastrophe, , 
978289419156X, , Les avatars de Bertin Lespérance, Les avatars de Bertin Lespérance, , 
978289651291X, SAM ET LE SOLITAIRE MONSI, , Sam et le solitaire monsieur Mistral, , 
978289607003X, Y a t il un héros dans la salle Nº 22, Y a t il un héros dans la salle, Y a t il un héros dans la salle, , 
978276462167X, , L héritage, L héritage, , 
978276401728X, Étreintes, , Étreintes, , 
978289512807X, , La baignade, La baignade, , 
978289006415X, Passages, Passages, , , 
978289579444X, LUMIERE DE NEW YORK, La lumière de New York, La lumière de New York, , 
978289723945X, , , Maxime, Maxime, 
978289651368X, DELIRONS AVEC LEON COF 3, , Délirons avec Léon, , 
978289607024X, Justien et Sofia Nº 64, Justine et Sofia, Justine et Sofia, , 
978292397592X, , Bienvenue à Meurtreville, Bienvenue à Meurtreville, , 
978289686566X, , Roméo le rat romantique, Roméo le rat romantique, , 
978289647612X, , , À bord de l Ouragan, À bord de l Ouragan Tome 1 Le trésor perdu, 
978289543883X, Cloches de noel les, , Les cloches de Noël, , 
978289512027X, , Silence de mort, Silence de mort, , 
978289723643X, , La marche des nuages L insoumis tome 1, La marche des nuages, La Marche des nuages Tome 1 L insoumis, 
978289046412X, , Des rêves que personne ne peut gérer, Des rêves que personne ne peut gérer, , 
978289021471X, , Le complot, Le complot, , 
978292279273X, , Iris Les artisans de vie, Iris, , 
978276093238X, , Le cheval habillé de bleu, Le cheval habillé de bleu, , 
978276402042X, L héritière de Salem, L héritière de Salem, L héritière de Salem, , 
978289598011X, , Le dompteur d ours, Le dompteur d ours, , 
978289543141X, Garfield NÂ 2, , Garfield, , 
978289046443X, , Des murmures de fantômes, Des murmures de fantômes, , 
978289607366X, La mascotte de la bibliothèque Nº 139, , La mascotte de la bibliothèque, , 
978289549116X, , Amos Daragon la tour d El Bab, Amos Daragon la tour d El Bab, , 
978276442571X, , Vacances monstres, Vacances monstres, , 
978276460156X, , Mendiant de l infini, Mendiant de l infini, , 
978298131732X, , Radio nuit blanche chroniques nocturnes et solitaires, Radio nuit blanche, , 
978289634112X, , La femme avant Ève, La femme avant Ève, , 
978289021268X, , L étonnant lézard d Edgar, L étonnant lézard d Edgar, , 
978289018905X, , Le mal du pays est un art oublié, Le mal du pays est un art oublié, , 
978289583130X, , Une enfance magogoise, Une enfance magogoise, , 
978289607017X, La chambre vide Nº 61, La chambre vide, La chambre vide, , 
978289485132X, , La fureur des wapitis, La fureur des wapitis, , 
978289021207X, , Pas d orchidées pour Miss Andréa, Pas d orchidées pour Miss Andréa, , 
978289754078X, Zaq et moi Tome 6, , Zaq et moi, , 
978289450296X, , Caillou, Caillou, , 
978289686104X, , Pirates en Somalie, Pirates en Somalie Catastrophe en Guadeloupe, , 
978289512157X, , Croque cailloux, Croque cailloux, , 
978289018344X, , L espace où tournent les êtres, L espace où tournent les êtres, , 
978289591288X, , Un orage dans le garage, Un orage dans le garage, , 
978289553009X, , Misère de chien, Misère de chien, , 
978289695267X, ADOPTE UN GNAP, , Adopte un gnap, , 
978292334246X, Ti boutte, , Ti Boutte, , 
978289607160X, L atlas ne répond plus Nº 77, , L atlas ne répond plus, , 
978289607413X, Ferdinand F 81 ans chenille Nº 116, Ferdinand F 81 ans chenille, , , 
978292366232X, Katana, , Katana, , 
978289021186X, , Le chien d Arthur, Le chien d Arthur, , 
978289428955X, , , Anouchka Bouboule et compagnie, Le Monde merveilleux d Anouchka Tome 4 Anouchka Bouboule et compagnie, 
978289579706X, DEMONE ANGELIQUE LA, , La démone angélique, , 
978292399531X, Ã ourÃ Tome 2, , Äourö la vallée de l Empereur, , 
978292146870X, , Vous n êtes pas seul, Vous n êtes pas seul, , 
978276257792X, , Kotik le bébé phoque, Kotik le bébé phoque, , 
978289516026X, , Un dieu fantôme, Un dieu fantôme, , 
978289006404X, Gaspard au Lézard, Gaspard au Lézard, , , 
978289649061X, Adieu vert paradis, , Adieu vert paradis, , 
978276094207X, , L itinérante qui venait du Nord, L itinérante qui venait du Nord, , 
978289450833X, Caillou Un vélo presque neuf, , Un vélo presque neuf, , 
978289455365X, , Marcel 1965 1966, Mémoires d un quartier, , 
978292294440X, EPIPHANIE, Épiphanie, Épiphanie, , 
978292315393X, , Mémoire errante, Mémoire errante, , 
978289707010X, ANECDOTIERS LES, , Les anecdotiers, , 
978276131332X, , La boisson des champions, La boisson des champions, , La boisson des champions
978292345603X, , La plénitude et la limite, La plénitude et la limite, , 
978289428842X, , Mission cachalot, Mission cachalot, Marika et ses amis Tome 4 Mission cachalot, 
978276460586X, , Kestudi, Kestudi, , 
978276440554X, , Le dernier cauchemar du petit géant, Le dernier cauchemar du petit géant, , 
978298021563X, , Haïti pour toujours Ayiti pou toutan senryu, Haïti pour toujours Ayiti pou toutan, , 
978289647806X, , , Délit de fuite, Délit de fuite, 
978289092404X, , Oedipe sur le divan de Sigmund, Oedipe sur le divan de Sigmund, , 
978289649021X, Meurtre au soleil, , Meurtre au Soleil, , 
978289021736X, CANONS, , Canons, , 
978276460286X, , Il y a quelqu un, Il y a quelqu un, , 
978289005972X, Secrets et pardons, , Secrets et pardons, , 
978276440089X, , Solo chez madame Broussaille, Solo chez madame Broussaille, , 
978289651151X, EPISODE K T03 CE GENRE, , K, , 
978289647123X, , Mélodie aux cent sucettes, Mélodie aux cent sucettes, Mélodie aux cent sucettes, 
978289018716X, , Géologie des corps surpeuplés, Géologie des corps surpeuplés, , 
978292269102X, , Le couteau magique, Le couteau magique, , 
978289647403X, , , Le violoncelliste sourd, Le Violoncelliste sourd, 
978292272600X, , Valkanday pwezi, Valkanday, , 
978289714140X, Le fantôme de l Opéra, , Le fantôme de l Opéra, , 
978292105558X, , Une fleur entre les dents, À la recherche d un salaud, , 
978292207515X, , Amours délices et orgues, Amours délices et orgues, , 
978289660007X, Bone Tome 9, , Bone, , 
978289021889X, , Aurélie et l île de Zachary, L archipel des rêves, , 
978289005806X, Passions tropicales, , Passions tropicales, , 
978292456342X, Le spectre Nº 36, , Le spectre, , 
978292226548X, , Je t aime gros comme, Je t aime gros comme, , 
978289006636X, Gérard Godin, Gérald Godin un poète en politique, , , 
978289006577X, , Les saintes Marie de la mer, Les saintes Marie de la mer, , 
978289751253X, Les expériences de Mini Jean Tome 1, , Les expériences de Mini Jean t 1, , 
978289607148X, Pépé Camisole et le printemps hâtif Nº 41, Pépé Camisole et le printemps hâtif, Pépé Camisole et le printemps hâtif, , 
978289647227X, , Pas de mal à une mouche, Pas de mal à une mouche, Pas de mal à une mouche, 
978289723640X, , Il était une fois à Montréal, Il était une fois à Montréal, Il était une fois à Montréal Tome 1 Notre union, 
978289005663X, Vents de l aube les, Les vents de l aube, Les vents de l aube, , 
978289714103X, Moi mon chat, , Moi mon chat, , 
978292334287X, Les mains dans la gravelle, Les mains dans la gravelle, Les mains dans la gravelle, , 
978276441690X, , , La pomme de Justine, , La pomme de Justine
978289579604X, HACKERBOY HAUTE TENSION, , Hackerboy Haute tension, , 
978276040471X, Tout Doris, Tout Doris, , , 
