978289006570X, Ce pays comme un enfant, Ce pays comme un enfant, , , 
978289406185X, , Dialogue sur la traduction, Dialogue sur la traduction, , 
978289021459X, , Marilou Polaire sur un arbre perchée, Marilou Polaire sur un arbre perchée, , 
978289037983X, , Le pari, Le pari, , 
978289021976X, EMO EPISODE 11 L ENFER, , Emo, , 
978276480879X, Le Chic le Chèque et le Choc tome 3, , Le Chic le Chèque et le Choc, , 
978289512633X, , Casse Noisette, Casse Noisette, , 
978289249182X, Pays de villages, Pays de villages, , , 
978289431187X, Entre l arbre et le roc poche, Entre l arbre et le roc, Entre l arbre et le roc, , 
978289051764X, , La Baie James des Pissenlits, La Baie James des Pissenlit, , 
978289647756X, , , À la recherche du Lucy Jane, Les Aventures de Laura Berger Tome 1 À la recherche du Lucy Jane, 
978276212052X, , La chasse galerie, La chasse galerie, , 
978289006717X, Ton silence, , Ton silence, , 
978289714068X, Planète Lili, , Planète Lili, , 
978276041186X, La Bête et sa cage, La bête et sa cage, La bête et sa cage, , 
978276401690X, Petits récits coquins des plaisirs défendus, , Petits récits coquins des plaisirs défendus, , 
978289396294X, , Dix petites maisons bizarres, Dix petites maisons bizarres, , 
978289695179X, JULIETTE T01 L ABOMINABLE, , Juliette en direct, , 
978292222595X, , La guerre des lumières, La guerre des lumières, , 
978289018406X, , De quelle bouche sommes nous, De quelle bouche sommes nous, , 
978289568118X, Truffe est blesse 2 debutant, , Collection Souriceau 7 8 ans, , 
978289660890X, Comme par magie, , Comme par magie, , 
978298139013X, , Dans la forêt des orgues In the Organ Forest Urkujen metsässä, Dans la forêt des orgues, , 
978276400982X, Plaisirs solitaires, , Plaisirs solitaires, , 
978289512534X, , Destructotor, Destructotor, , 
978276040518X, Heros inconfortables, Héros inconfortables, , , 
978289529195X, , Pou ah, Pou ah, , 
978289006669X, Lumière l arbre le trait, La lumière l arbre le trait, La lumière l arbre le trait, , 
978289006564X, Cinéaste de la parole, Cinéaste de la parole, , , 
978289006387X, Parole tenue, Parole tenue, , , 
978289450686X, Coffret Le cadeau, , Le cadeau, , 
978276402045X, L héritière de Salem Tome 4, L héritière de Salem Tome IV Fatalité ou malédiction, L héritière de Salem, , 
978289714085X, Pikiq, , Pikiq, , 
978289512927X, , Sardinette Flanellette, Sardinette Flanellette, , 
978276040875X, Un homme et son peche, Un homme et son péché, Un homme et son péché, , 
978289052867X, , Tu ne mourras pas, Tu ne mourras pas, , 
978289703378X, Liées par le sang Tome 2, Les cahiers oubliés, , , 
978292293011X, , La chute, La chute, , 
978289419219X, , L atelier vide, , , L Atelier Vide
978289406250X, , , Le Survenant, , Le survenant
978289647987X, , , Molly Galloway volume 1, Molly Galloway Tome 1 Gloire aux vaincus, 
978292451919X, , Elle nage, Elle nage, , 
978289633041X, , La faim du monde, La faim du monde, , 
978289647776X, , , La ligne de trappe, La Ligne de trappe, 
978289579733X, TELEPATHE, , Télépathe, , 
978289595436X, , Asclé, Asclé, , 
978289006939X, Onze, , Onze, , 
978276090713X, , L homme de la Saskatchewan, L homme de la Saskatchewan, , 
978289431216X, Memoires de caligula les, , Les mémoires de Caligula, , 
978289021415X, , Une voix d or à New York, Une voix d or à New York, , 
978289037805X, , Le rêve couleur d orange, Le rêve couleur d orange Jacques Lazure ressource électronique, , 
978292177570X, , Contes à mourir debout, Contes à mourir debout, , 
978298098592X, , Réverbère, Réverbère, , 
978289450594X, Caillou et son chat, , Caillou et son chat, , 
978292189867X, , Maudite machine, Maudite machine, , 
978289568066X, Les animaux de la ferme, , Les animaux de la ferme, , 
978289431421X, Coffret Le coffret de la délivrance, , Le coffret de la délivrance, , 
978289024084X, , Un reel ben beau ben triste, Un reel ben beau ben triste, , 
978292440857X, , Passagers clandestins poésie urbaine, Passagers clandestins, , 
978289111889X, 48, , 48, , 
978289005865X, Silences, Silences, Silences, , 
978289686257X, , Il était une fois Charles, Il était une fois Charles, , 
978289435215X, Les termites NÂ 12, Les Termites, , , 
978289638889X, , À l abordage marins d eau douce, À l abordage marins d eau douce, , 
978289512183X, , Théodore le mille pattes, Théodore le mille pattes, , 
978289651164X, MARCHAND DE BETISES, Le marchand de bêtises, Le marchand de bêtises, , 
978289431127X, Echo du miroir l, , L écho du miroir, , 
978298166870X, , Les braises fument encore suivi de Toute une classe de poètes disparus, Les braises fument encore, , 
978289647140X, , Mes aventures d apprenti chevalier presque entièrement raté, Mes aventures d apprenti chevalier presque entièrement raté, Mes aventures d apprenti chevalier presque entièrement raté, 
978289077168X, , L inavouable, L inavouable, , 
978289591068X, , La sorcière La Manetta, La sorcière La Manetta, , 
978289455831X, , Isa L île de l ermite, Isa tome 2, , 
978289615038X, Un tour en Arkadie NÂ 125, , Un tour en Arkadie, , 
978292353055X, , La garçonnière, La garçonnière, , 
978292288400X, , Légendes de la rivière du Loup, Légendes de la rivière du Loup, , 
978292222571X, Le trésor d Archibald Nº 40, Le trésor d Archibald, Le trésor d Archibald, , 
978289052856X, , Le temps qui m a manqué, Le temps qui m a manqué, , 
978298094242X, , Les anges s envolent, Les anges s envolent, , 
978289543391X, Garfield NÂ 19, , Garfield, , 
978289043176X, Notes de parcours, Notes de parcours, , , 
978289695180X, JE SUIS TERRIBLE, , Je suis terrible, , 
978289431422X, La caravane des pantins, , La caravane des pantins, , 
978289608063X, , Le vrai de vrai journal de ma vie, Le vrai de vrai journal de ma vie, , 
978289111580X, Reve de rose anna vachon, Le rêve de Rose Anna Vachon, Le rêve de Rose Anna Vachon, , 
978289591006X, , En pièces détachées, En pièces détachées, , 
978276258224X, , Bzz bzz miaou, Bzz bzz miaouuu, , 
978298021637X, , Le pacte avec les ours, Le pacte avec les ours, , 
978289018452X, , De face de profil de dos, De face de profil de dos, , 
978289649598X, , Bienvenue aux dames, Bienvenue aux dames, , 
978276040604X, Motobiographie ou joyeux la palme, Motobiographie, , , 
978276040098X, L Épidémie histoires de déserteurs, L Epidémie, , , 
978289005875X, Les dames de Beauchêne, , Les dames de Beauchêne, , 
978289595231X, , Un orage dans ma tête, Un orage dans ma tête, , Un orage dans la tête
978289607016X, Dodo les canards Nº 59, Dodo les canard, Dodo les canards, , 
978276040690X, Occasions de bonheur 117, Occasions de bonheur, , , 
978289435314X, Will GhÃ¼ndee Tome 2, Will Ghündee Le passage intemporel, Will Ghündee, , 
978289723653X, , , Curieux de nature volume 2, Curieux de nature Tome 2 Les fleurs sauvages, 
978289647013X, , , SOS c est l hiver, SOS c est l hiver, 
978292366269X, Quatre jours de pluie, Quatre jours de pluie, Quatre jours de pluie, , 
978289648046X, Repères du silence, Repères du silence, Repères du silence, , 
978289645222X, , Premiers soins, Premiers soins, , Premiers soins
978292066018X, AU CINEMA AVEC PAPA, Au cinéma avec papa, , , 
978289024152X, , Malgré tout, Malgré tout, , 
978292222520X, 003 mechant samedi, , Méchant samedi, , 
978289647377X, , , Pirates, Pirates Tome 1 L île de la Licorne, 
978289051793X, , Le mystère des nuits blanches, Le mystère des nuits blanches, , 
978289615164X, L autre reflet Nº 52, , L autre reflet, , 
978289607163X, Les yeux noirs NÂ 11, , Les yeux noirs, , 
978289607041X, 022 tout un programme, , Tout un programme, , 
978292125581X, , Un des secrets du fort Chambly, Un des secrets du fort Chambly, , 
978276480152X, Fleurs de baies sauvages, , Fleurs de baies sauvages, , 
978276442122X, , Solo chez madame Lili Monlivre, Solo chez madame Lili Monlivre, , 
978289607033X, Les saisons d Henri Nº 66, Les saisons d Henri, Les saisons d Henri, , 
978289242506X, , Le tour du monde en 80 jours, Le tour du monde en 80 jours, , 
978289485363X, , Eugénie fille du roy, Eugénie fille du roy, , 
978276480277X, Comme une brûlure sur une robe du dimanche, Comme une brûlure sur une robe du dimanche, Comme une brûlure sur une robe du dimanche, , 
978289647072X, , , Le talisman de Nergal, Le Talisman de Nergal Tome 1 L élu de Babylone, 
978289406091X, , Maryse, Maryse, , Maryse
978289502277X, , Le masque étrusque, Le masque étrusque, , 
978289021977X, EMO EPISODE 12 L ABIME, , Emo, , 
978289512120X, , Christophe au grand coeur, Christophe au grand coeur, , 
978276480417X, La Louve des mers, , La louve des mers, , 
978292430400X, , Mystère autour de ma naissance, Mystère autour de ma naissance, , 
978292444917X, , Rimettes rigolotes avec le son AN, Rimettes rigolotes avec le son AN, , 
978292214578X, Le salaire de la honte NÂ 71, , Le salaire de la honte, , 
978289225845X, Héros, , Héros, , 
978292088782X, , Tchador, Tchador, , 
978289046514X, , Romamor, Romamor, , 
978289046338X, , Un radeau au soleil, Un radeau au soleil, , 
978292222593X, Archibald et la reine noire Nº 49, Archibald et la reine noire, Archibald et la reine noire, , 
978289540058X, , Petit héros dit ses premiers mots, Petit héros dit ses premiers mots, , 
978292384405X, , Les caprices du sport, Les caprices du sport, , 
978289549028X, , Mon frère de la planète des fruits, Mon frère de la planète des fruits, , 
978289111883X, Main coupee, , La main coupée, , 
978292336434X, Retour vers la source, Retour vers la source, , , 
978289647817X, , , Loup détective volume 2, Loup détective Tome 2 L affaire von Bretzel, 
978289579672X, CACHETTE PARFAITE LA, La cachette parfaite, La cachette parfaite, , 
978292214596X, Le prix du mensonge NÂ 84, , Le prix du mensonge, , 
978289647400X, , , Une chaise longue en enfer, Une chaise longue en enfer, 
978289651107X, ECOLE, L école, L école, , 
978289647392X, , , Le Talisman de Nergal volume 1, Le Talisman de Nergal Tome 1 L élu de Babylone, 
978298078422X, , Petite drave, Petite drave, , 
978289419054X, , De la nature des mondes animés et de ceux qui y habitent, De la nature des mondes animés et de ceux qui y habitent, , 
978289726158X, Le bonheur d être soi selon Sœur Angèle, Le bonheur d être soi selon sœur Angèle 100 questions sur la vie, , , 
978289537135X, , Des marelles au fond des yeux, Des marelles au fond des yeux, , 
978289540326X, , La dame aux crapauds, La dame aux crapauds, , 
978289615084X, Brouillard d automne Nº 26, , Brouillard d automne, , 
978289295004X, La cruauté des faibles, La Cruauté des faibles, , , 
978289647073X, , , Le talisman de Nergal, Le Talisman de Nergal Tome 2 Le trésor de Salomon, 
978289431601X, Au cœur de la vallée, Au coeur de la vallée t 1 Rivalités et Conséquences, , , 
978276400124X, Flame, , Flame, , 
978235000395X, , Les prisonniers du vent, Les prisonniers du vent, , 
978289615055X, La tueuse de dragons NÂ 134, , La tueuse de dragons, , 
978289031269X, , Les années confuses, Les années confuses, , 
978292066037X, ST VALENTIN DES ANIMAUX, , La Saint Valentin des animaux, , 
978298139181X, , Le rêve du pionnier, Le rêve du pionnier, , 
978289690417X, , Je me souviens, Je me souviens, , 
978298094612X, , D Artagnan le piège, D Artagnan, , 
978289018607X, , Vent debout, Vent debout, , 
978289543326X, Fraisinette cherche et trouve, , Fraisinette, , 
978289428308X, , Bonne Année Grand Nez, Bonne Année Grand Nez, , 
978289037655X, , Katana, Katana, , 
978189659787X, , Paul moves out, Paul moves out, , 
978289695679X, FEMME QUI DECIDA DE PASSE, , La femme qui décida de passer une année au lit, , 
978289295105X, Bousille et les Justes, Bousille et les justes, Bousille et les justes, , 
978289046919X, , Taxi pour Babylone, Taxi pour Babylone, , 
978289430061X, , La pisseuse, La pisseuse, , 
978289005607X, Office des tenebres l, , L office des ténèbres, , 
978289633039X, , C est permis de rêver, C est permis de rêver, , 
978289021853X, DISPARITION, , La disparition, , 
978289723680X, , , Prolongation, Passion Hockey Tome 4 Prolongation, 
978289781332X, , , , Sam perd la tête, Sam perd la tête
978289031408X, , Au commencement la lumière, Au commencement la lumière, , 
978289537209X, , Pic et le grand pin blanc, Pic et le grand pin blanc, , 
978289695186X, LABYRINTHE DES REVES T2, , Le labyrinthe des rêves, , 
978292302801X, , La sorcière des neiges, La sorcière des neiges, , 
978289714058X, Les journées folles de Philémon, , Les journées folles de Philémon, , 
978289615065X, L assassiné de l intérieur Nº 138, , L assassiné de l intérieur, , 
978289723948X, , , Sarah Zweig, Sarah Zweig D amour et de guerre, 
978276460613X, , Père Noël où es tu, Père Noël où es tu, , 
978289512617X, , Capitaine Flop la chasse au trésor 2007, Capitaine Flop la chasse au trésor, , 
978289261534X, , L ajourée, L ajourée, , 
978289772036X, , Zones de proximité, Zones de proximité, , 
978292017632X, Gilgamesh, Gilgamesh, , , 
978289568089X, Chateau de neige 6 debutant, , Collection Souriceau 6 7 ans, , 
978292226569X, , Pourquoi les éléphants ont ils peur des souris, Pourquoi les éléphants ont ils peur des souris, , 
978292362129X, PARTIE DE PECHE, , Partie de pêche, , 
978276258353X, , La muse de monsieur Buse, La muse de monsieur Buse, , 
978276400198X, Noyade de polichinelle, , La noyade de polichinelle, , 
978289396217X, , Les vents fous, Les vents fous, , 
978292357411X, Henri gaetane et les enfants, , Henri Gaétane et les enfants, , 
978289006816X, Cellule esperanza, Cellule esperanza, Cellule esperanza n existe pas sans nous, , 
978289731017X, , Les Batissette, Les Batissette, , 
978292125313X, , Villa Eugénie, Villa Eugénie, , 
978289006708X, Poèmes d amour et de révolte, , Poèmes d amour et de révolte, , 
978289018357X, , Entailles de la lumière, Entailles de la lumière, , 
978289448221X, , , Prague, , Prague
978289607124X, Le visiteur du soir Nº 63, Le visiteur du soir, Le visiteur du soir, , Le visiteur du soir
978289647011X, , Le tombeau des dinosaures, Le tombeau des dinosaures, Les Aventures de Laura Berger Tome 3 Le tombeau des dinosaures, 
978289723258X, , , Damné, Damné Tome 3 L étoffe du juste compact, 
978276254113X, , Des bananes dans les oreilles, Des bananes dans les oreilles, , 
978292379207X, , Brèves de vie, Brèves de vie, , 
978289450735X, Caillou, , Caillou le super guitariste 10 chansons faciles à jouer, , 
978289645169X, , À vol de mots, À vol de mots, , 
978289723082X, , , Ce pays de rêve tome 4, Ce pays de rêve Tome 4 Le mouton noir, 
978289666237X, , Le jeu de l ogre, Le jeu de l ogre, , 
978289549328X, , Arielle Queen Le dix huitième chant, Arielle Queen, , 
978289051578X, , Le vrai père de Marélie, Le vrai père de Marélie, , 
978289607221X, Le décrocheur et la suppléante NÂ 45, , Le décrocheur et la suppléante, , 
978276460103X, , Adélaïde, Le goût du bonheur, , 
978177186098X, , Listening for Jupiter, Listening for Jupiter, , 
978289666197X, , Paysages éclatés, Pour les sans voix, , 
978289651159X, EPISODE K T11 A L HEURE, , K, , 
978289649024X, Bénédicte sous enquête, Bénédicte sous enquête, Bénédicte sous enquête, , 
978289512621X, , Horreur en Égypte, Horreur en Égypte, , 
978289261485X, , India India, India India, , 
978289647532X, , , La Poussière du temps tome 1, La Poussière du temps Tome 1 Rue de la Glacière, 
978289046511X, , Irréconciliabules, Irréconciliabules, , 
978285920207X, , Attentats à la pudeur, Attentats à la pudeur, , 
978292293013X, , Le secret fardeau de Munch, Le secret fardeau de Munch ou Les mémoires de Jehan le Poivreclair, , 
978289651380X, KABOUM T30 L AMULETTE, , Kaboum, , 
978276040048X, Il n y a pas de pays sans gra, Il n y a pas de pays sans grand père, , , 
978276460169X, , Un dimanche à la piscine à Kigali, Un dimanche à la piscine à Kigali, , 
978289051600X, , Le sourire des mondes lointains, Le sourire des mondes lointains, , 
978289225667X, La grande mascarade, , La grande mascarade, , 
978289021517X, , La petite fille tatouée, La petite fille tatouée, , 
978289111775X, Retour des perce neige, , Le retour des perce neige, , 
978289553016X, , L âge d or, L âge d or, , 
978276402367X, Le manoir des invaincus, , Le manoir des invaincus, , 
978289723665X, , , Le canal de la peur, Le Canal de la peur, 
978292389615X, FIANCEE AMERICAINE LA, La Fiancée américaine, La fiancée américaine, , La Fiancée américaine
978289591156X, , Hollywood nous voici, Hollywood nous voici, , 
978289430447X, , Les amants du royaume, Les amants du royaume, , 
978289052990X, , L homme des silences, L homme des silences, , 
978292418705X, , Rutina l ânesse Fridolin l homme de paille, Fridolin l homme de paille Rutina l ânesse, , 
978292330018X, , Église à vendre, Église à vendre, , 
978292066020X, DES DENTS POUR LONGTEMP, Des dents pour longtemps, , , 
978289512826X, , Alex et le mystérieux numéro sept, Alex et le mystérieux numéro sept, , 
978289739427X, , Mission pas possible No 2, Mission pas possible No 2, , 
978289540141X, , Peurs pleurs petits bonheurs, Peurs pleurs petits bonheurs, , 
978289018232X, , Voix transitoires, Voix transitoires, , 
978289537018X, , Dans le rouge du ciel, Dans le rouge du ciel, , 
978289435687X, É Den Tome 3, , É Den, , 
978289005732X, Tant pis, Tant pis, Tant pis, , 
978289074703X, , Et glissent les silences, Et glissent les silences, , 
978289431208X, Amants du royaume les, Les amants du royaume, Les amants du royaume, , 
978289573079X, , L école c est aussi, L école c est aussi, , 
978289537172X, , Traîne misère, Traîne misère, , 
978289450871X, Caillou et la pluie, , Caillou et la pluie, , 
978289021593X, , Ni vu ni connu, Ni vu ni connu, , 
978292131083X, , Le chant des retrouvailles, Le chant des retrouvailles, , 
978289051776X, , Poney, Poney, , 
978289018645X, , L illumination du tragique, L illumination du tragique, , 
978289225647X, Le plus vieux secret du monde, Le plus vieux secret du monde, , , 
978289295000X, , Signaux pour les voyants, Signaux pour les voyants, , 
978271581445X, , Carnets de naufrage, , , Carnets de naufrage
978289111898X, Chocolat, , Chocolat, , 
978289111909X, , Des ailes au coeur, Des ailes au coeur, , 
978289540438X, , Alexis chevalier des nuits, Alexis chevalier des nuits, , 
978289261631X, , L enfant sans visage, L enfant sans visage, , 
978289647888X, , , Voir Québec et mourir, Voir Québec et mourir, 
978289607136X, Mardi jour d Halloween NÂ 106, Mardi jour d Halloween, Mardi jour d Halloween, , 
978289018434X, , Les yeux sur moi, Les yeux sur moi, , 
978289005902X, Journées d hiver, Journées d hiver, Journées d hiver, , 
978289644000X, Quatre jours de pluie, Quatre jours de pluie, Quatre jours de pluie, , 
978289539064X, , Abilène le monde au féminin, Abilène, , 
978276090393X, , Je suis le méchant, Je suis le méchant, , 
978289261274X, , Mer intérieure, Mer intérieure, , 
978292125347X, , L inconnu, L inconnu, , 
978298111286X, , , Yves le roi de la cruise, , Yves le roi de la cruise
978292391056X, Un perce oreille dans l oreille, Un perce oreille dans l oreille, Un perce oreille dans l oreille, , 
978289647665X, , , La rose et l Irlande, La Rose et l Irlande, 
978276480083X, Duel entre frères, , Duel entre frères, , 
978289686028X, , Méchant Coco, Méchant Coco, , 
978276402388X, Le fil invisible, Le fil invisible, Le fil invisible, , 
978289006705X, Le voyageur aux yeux d onyx, Le Voyageur aux yeux d onyx, Le voyageur aux yeux d onyx, , 
978289021280X, , La malédiction des opales, La malédiction des opales, , 
978289381931X, Mes plus beaux billets tome 2 Pour un peu d espoir, Pour un peu d espoir, , , 
978289435486X, Icône Tome 2, , Icône, , 
978289651075X, LOVELIE D HAITI T02, , Lovelie D Haïti, , 
978289450671X, Bébé Caillou Ça sent bon, , Ça sent bon, , 
978292224542X, , L effet Casimir, L effet Casimir, , 
978276480416X, Les Saisons du destin, Les saisons du destin une année en Nouvelle France, Les saisons du destin, , 
978289647673X, , , Le Sentier des Roquemont tome 2, Le Sentier des Roquemont Tome 2 Le passage du flambeau, 
978289485214X, , Michel ou L ultime envol, Michel ou L ultime envol, , 
978276090359X, , Le voyage du couronnement, Le voyage du couronnement, , 
978289633054X, , Coco et le vampire du camp Carmel, Coco et le vampire du camp Carmel, , 
978292214520X, Tigane 2 Nº 19, , Tigane, , 
978289714063X, Maélie au camp de jour, , Maélie au camp de jour, , 
978298094248X, , Facéties, Facéties facéties, , 
978289428415X, , La revanche de Jordan, La revanche de Jordan, , 
978289006667X, Splendide solitude, Splendide solitude, Splendide solitude, , 
978289031523X, , Réversibilité, Réversibilité, , 
978289579031X, , La fête du dragon, La fête du dragon, , 
978289261236X, , Le cimetière des éléphants, Le cimetière des éléphants, , 
978292366284X, , Et si c était ça le bonheur, Et si c était ça le bonheur, , 
978289430294X, , Marie Mousseau 1937 1957, Marie Mousseau 1937 1957, , 
978289762187X, Terreur sur la ville Nº 2, , Les Zintrépides, , 
978289660651X, Fais moi peur, , Fais moi peur, , 
978289739983X, , Les pompiers, Les pompiers, , 
978289031541X, , Panoptikon, Panoptikon, , 
978292353043X, , Comme si tu avais encore le temps de rêver Com si encara tinguessis temps de somiar, Comme si tu avais encore le temps de rêver Com si encara tinguessis temps de somiar, , 
978289512964X, , Qui a oublié ce chapeau, Qui a oublié ce chapeau, , 
978298089471X, , L arracheuse de temps, L arracheuse de temps, , L Arracheuse de temps
978289005848X, Les rues de l alligator, Les rues de l alligator, Les rues de l alligator, , 
978276460542X, , Les rives prochaines, Les rives prochaines, , 
978226000289X, , Le Matou, , , Le Matou
978289723500X, , , Partie double, Partie double, 
978289529021X, , Des mondes nous échappent, Des mondes nous échappent, , 
978289419090X, , Le messie de Belém, Le messie de Belém, , Le Messie de Belém
978276040420X, Stratege, Stratège, , , 
978289006476X, Léonise Valois femme de lettres, Léonise Valois femme de lettres 1993, , , 
978289051803X, , Opération sasquash, Opération Sasquatch, , 
978292371519X, L héritage d un chûton, , L héritage d un Chûton, , 
978298163680X, , L été opalescent, L été opalescent Livre d artiste, , 
978289647509X, , , Les portes de Québec, Les Portes de Québec Tome 1 compact Faubourg Saint Roch, 
978292391066X, Tiléon, , Tiléon, , 
978289018804X, , Antonia, Antonia, , 
978289591052X, , La dangereuse fausse balle, La dangereuse fausse balle, , 
978289722049X, La Vie sucrée de Juliette Gagnon tome 1, , La vie sucrée de Juliette Gagnon, , 
978289607084X, Mort et déterré Nº 47, , Mort et déterré, , 
978289428973X, , , À l ombre du clocher, À l ombre du clocher Tome 2 Le fils de Gabrielle, 
978289651269X, J INVENTE LA PISCINE, J invente la piscine, J invente la piscine, , 
978289431415X, Au fil des jours, Au fil des jours, Au fil des jours, , 
978289018252X, , Personne d autre que l amour, Personne d autre que l amour, , 
978289714169X, Deux garçons et un secret, , Deux garçons et un secret, , 
978289660570X, Garfield NÂ 62, , Garfield, , 
978289419290X, , La chute de l ange, La chute de l ange, , 
978276090362X, , La bonne femme, La bonne femme, , 
978289261558X, , La mort de J R Berger, La mort de J R Berger, , 
978098783170X, , The darling of Kandahar, The darling of Kandahar, , 
978289406223X, , Faites de beaux rêves, Faites de beaux rêves, , 
978276480306X, Une autre île d Orléans, , Une autre île d Orléans, , 
978289615165X, La guerre de Mirial Nº 54, , La Guerre de Mirial, , 
978289485240X, , Ce pays qui m habite, Ce pays qui m habite, , 
978276440171X, , Première enquête pour Momo de Sinro, Première enquête pour Momo de Sinro, , 
978276460275X, , L ogre de Barbarie, L ogre de Barbarie, , 
978292451903X, , , Soleil, , Soleil
978276400970X, Histoires de filles 2e édition, , Histoires de filles, , 
978292366228X, Le Récif du Prince, Le récif du prince, Le récif du prince, , 
978289419031X, , Darlinghurst heroes, Darlinghurst heroes, , 
978292030733X, , Visite au Géant des bois, Visite au Géant des bois, , 
978276440095X, , Le mangeur de pierres, Le mangeur de pierres, , 
978276480382X, Sentinelle dans la nuit, , Sentinelle dans la nuit, , 
978292391061X, Cœur cassé NÂ 8, , Coeur cassé, , 
978289707081X, Feue, Feue, , , 
978289021857X, SOINS INTENSIFS, Soins intensifs, Soins intensifs, , 
978289723696X, , , 1967, 1967 Tome 3 L impatience, 
978289005851X, La route des petits matins, La route des petits matins roman, La route des petits matins, , 
978289430190X, , La grande Hermine avait deux soeurs, La grande Hermine avait deux soeurs, , 
978289579749X, REVANCHE DES ROUX LA, , La revanche des roux, , 
978289419209X, , Le baroque du Nord, Le baroque du Nord, , 
978289660217X, Garfield NÂ 53, , Garfield, , 
978276480990X, La Vie sucrée de Juliette Gagnon tome 2, , La Vie sucrée de Juliette Gagnon tome 2 Camisole en dentelle et sauce au caramel, , 
978289615146X, La dérive des anges Nº 176, , La dérive des anges, , 
978292357458X, Cauchemars en série NÂ 5, , Cauchemars en série, , 
978289607347X, Les trois moustiques verts Nº 55, , Les trois moustiques verts, , 
978289660895X, Drôles de bestioles Nº 5, , Garfield, , 
978276460421X, , Poèmes, Poèmes, , 
978289549293X, , Arielle Queen La nuit des reines, Arielle Queen, , 
978292297649X, , Le secret de Décalypse, Le secret de Décalypse, , 
978289723146X, , , Klondike, Klondike Tome 3 Entre chien et loup, 
978289005888X, L œil allumé, L oeil allumé, L oeil allumé, , 
978289005903X, La comtesse de Merlin, La comtesse de Merlin, La comtesse de Merlin, , 
978292125544X, , La maison du sycomore, La maison du sycomore L inédite, , 
978289540046X, , Max et Maurice en sept mauvais coups, Max et Maurice en sept mauvais coups, , 
978289549029X, , Délit d intimité, Délit d intimité, , 
978276213494X, , Les voyages de Marco Polo, Les voyages de Marco Polo, , 
978289583266X, , Le fou d la pointe, Le fou d la Pointe, , 
978276440241X, , Un été avec les fantômes, Un été avec les fantômes, , 
978289031498X, , Derniers quarts de travail, Derniers quarts de travail, , 
978289006411X, Encre sepia une, Une Encre sépia, , , 
978289712034X, , Chez les ours, Chez les ours, , 
978289006580X, La femme furieuse, La femme furieuse, La femme furieuse, , 
978289431173X, Bal de coton le, Le bal de coton, Le bal de coton, , 
978289018297X, , L enfant du voyage, L enfant du voyage, , 
978289647160X, , Intra muros, Intra muros, Intra muros, 
978289579639X, DEFI DE GRAND PAPA LE, , Le défi de grand papa, , 
978276400474X, Livre de l âme Le, Le livre de l âme, , , 
978289651109X, PTE SOEUR LA, La petite soeur, La petite soeur, , 
978289579008X, ROSALIE ET VERDI COUL, , Rosalie et Verdi, , 
978276462305X, , , Métis Beach, , Métis Beach
978289512796X, , Le cheval, Le cheval, , 
978289111737X, Faucon du siam, , Le faucon du Siam, , 
978292368261X, , Avant tout ne pas nuire, Corps étrangers Avant tout ne pas nuire, , 
978289406118X, , Mémoire sans jours, Mémoire sans jours, , 
978276401666X, L Ordre des Eldils Tome 1, , La renaissance, , 
978289419193X, , La vieille du Vieux, La vieille du vieux, , 
978276460671X, , Je suis un écrivain japonais, Je suis un écrivain japonais, , 
978289615039X, L enfant des Mondes Assoupis NÂ 126, , L enfant des mondes assoupis, , 
978289428925X, , , L architecte du pharaon, L Architecte du pharaon Tome 2 La femme roi, 
978289568121X, Florence est amoureuse Nº 5, , Collection Souriceau 7 8 ans, , 
978289420223X, , Le secret des sylvaneaux, Le secret des sylvaneaux, , 
978289707032X, ICI LA CHAIR EST PARTOUT, , Ici la chair est partout, , 
978289006646X, Chambres de femmes, Chambres de femmes, Chambres de femmes, , 
978289450836X, Caillou Le défilé des couleurs, , Le défilé des couleurs, , 
978289651181X, ALICE ET BELINDA, , Alice et Bélinda, , 
978292230026X, , L Est de mes souvenirs, L Est de mes souvenirs, , 
978292362110X, MADEMOISELLE T02, , Mademoiselle, , 
978289718076X, Bébé Caillou Mes premiers livres, , Bébé Caillou, , 
978289649289X, L escapade sans retour de Sophie Parent, L escapade sans retour de Sophie Parent, L escapade sans retour de Sophie Parent, , 
978289396073X, , Ombres de ruines, Ombres de ruines, , 
978289428009X, , Amazone, Amazone, , 
978289633075X, , Du sapin à la moutarde, Du sapin à la moutarde, , 
978289021202X, , Edgar le voyant, Edgar le voyant, , 
978292399514X, Amos Daragon Trilogie 3, , Amos Daragon, , 
978289579654X, A L ANNEE PROCHAINE, , À l année prochaine, , 
978289428635X, , Le gardien de mon frère, Le gardien de mon frère, Le Gardien de mon frère, 
978292427797X, , Abécédaire d un zoo sans frontières, Abécédaire d un zoo sans frontières, , 
978276480515X, Encore un pont à traverser, Encore un pont à traverser, Encore un pont à traverser, , 
978292279277X, , Immortalité, Aria, , 
978292399567X, Amos Daragon Tome 1, , Amos Daragon v 1 Porteur de masques, , 
978289647535X, , Un p tit gars d autrefois, Un p tit gars d autrefois, Un p tit gars d autrefois Tome 1 L apprentissage, 
978289714062X, Où es tu Petite boule rouge, , Où es tu petite boule rouge, , 
978289660655X, Ariel, , Ariel, , 
978292222565X, Célestin et Rosalie Nº 35, Célestin et Rosalie, Célestin et Rosalie, , 
978289006390X, La saga de Freydis Karlsevni, La Saga de Freydis Karlsevni, , , 
978289485186X, , Îles de la Madeleine, Îles de la Madeleine, , 
978289667380X, , , Aliénations, , Aliénations
